content
肖战的《神奇》惊艳到我了！！！啊啊啊！！！
我有毒了
李健 陈慧娴 张信哲 勤深深
战哥雄起
越弄越垃圾，办的什么呀。白瞎你请那么多明星了
王凯 阿云嘎 郑云龙 周深 朱一龙 肖战
二倍速感受一下跨年气息 有点子无聊
流量是真多
舞台土，音效不行，调度差。总的来说就是一场无聊的晚会，灯牌真的丑！两星给其中一两个亮眼的节目
粉丝：就算世界与哥哥为敌，我们也要哥哥在一起 肖战：我为什么要和世界为敌 粉丝：我们帮你
勤深深+云次方
冲着《我们的歌》来看的，勤深深真的神仙组合，肖战和那英的合唱也发挥不错，没想到跑到跨年来实现了多听几次那战队唱歌的愿望
一直在追我们的歌，节目嘉宾肖战那英李克勤周深小鬼黄凯芹阿云嘎都来跨年了好亲切，东方今年是把人有代际，歌曲没有代际的精神贯彻到底了，大海啊故乡、我们的生活充满阳光、晚秋、深深深都好好听啊
朱一龙的《追梦人》超级好听！
不喜欢肖战
乱七八糟
集流量众人的一出晚会，但是假唱嫌疑大
不好看
我觉得上海这个晚会弄的挺好的。
很好看
还是小猪最稳
冲李健看的，舞美跟音效太差劲了。希望健哥明年去江苏台吧。
我家战割割太辛苦了，拜托让他休息一下好不好
跨年那一刻真的美好，战哥冲鸭！！
对不起，委屈朱一龙了
没有被太多的流量抢了噱头，老牌的经典也兼顾到了。主持队伍相对来说稍逊色一些，连服装也是从头穿到尾，还有灯牌神晃眼。
没有什么亮点，感觉都是在翻唱江苏卫视……
流量明星。
虽然没有全程从头到尾的看完，但作为我和同事们一起去他家跨年吃火锅的背景音乐还是值得纪念的，尤其是一堆人坐在沙发上等着肖战出来，毕竟我鑫姐本命就是肖战，肖战唱歌的时候她和小顾两个人叫疯了要。
阵容不输湖南卫视 陈慧娴的老歌很有味道
等云²等得好辛苦qwq
那英毛阿敏同台
🉑 墙头们的会面
好喜欢神奇，好喜欢好喜欢！！！
追梦人
萧战粉丝的爱
肖战！阿云噶！罗志祥
前面都好看 xz一出场就垮了 辣眼睛
喜欢朱一龙
五分给深深和战战。
抵制肖战
那天的你好耀眼啊
朱一龙值得！番茄你长点心吧🙄
额好难看。
❤️❤️❤️
今年东方收视提高很多，很多演员唱歌很好，但肖战不太行
看了几个，凑乎
李克勤老师掉麦梗是过不去了，当然即使掉麦了我也喜欢，深深深的合音也好听，所以为什么连唱歌曲没有上酷狗酷我网易或者QQ音乐呢？付费也可以，还有云次方的音乐剧，感觉好像被压缩了，马戏之王只有一小段，想听完整版。
李克勤红日走遍大中华
朱一龙唱歌太好听了，5分全给他
鱼非我所欲，熊掌也非我所欲，没有偷猎者才是我想要的。
🦐姐👍姨妳勇敢糊，我们网络❄️为妳勇闯天涯送妳🌟涂摧残！
朱一龙唱的追梦人太好听了
肖战小鬼好棒
朱一龙真棒！追梦人和火车两个截然不同的风格，台风极佳，给观众不一样的感觉。
喜欢迪丽热巴野蛮生长，太帅了
卫视最佳跨年，神奇惊艳了我！
作为一个外协终身会员，为了肖战会给4星，唱的不错，跳的也不错
还不错，挺多歌蛮好听的，舞台也ok，无人机很美，就是王祖蓝真的尬到我了
勤深深唱的太棒了，我好爱
舞美不可以，这个可以和江苏学学，东方应该不差钱吧... ... 假唱的有点尴尬，我宁愿听跑调的真唱也不想看对嘴都对不好的假唱
深深是神仙啊
在五大卫视间疯狂切换的一晚
我的心里原本荒芜寸草不生，后来你来这走了一遭，奇迹般万物生长。朱一龙
第二年了，追梦人挺好的，但是这个摇滚唱得真的不太摇滚，有点没放开，不过边弹吉他边点头边小步走就很可爱。在台上肉眼可见的紧张，让我想起去年跨年从钢琴旁起身紧张到脚步虚浮的样子，都是没有留太多余地给自己的表演。祝愿2020能快乐一点。
东方卫视整体看不错，音效不怎么过关，请的明星颜值和势力在众多卫视中还算是挺强。李健、阿云嘎、郑云龙、肖战、那英、毛阿敏、张艺兴等等，有听到好听的歌和劲爆的舞蹈，没白熬夜
一星
朱一龙的追梦人和火车反差好大，太惊喜啦，棒！！！
肖战真棒
儿砸！
跨年演唱会可以不看，但习近平新年贺词必须看！
肖老师表情管理本硕博连读🤟偶像巨星本人没错了
还挺有可看性的，喜欢迪丽热巴，朱一龙，李现唱的歌
哈哈哈哈哈～零点守候看到了gg跳舞，非常可以，中间还有居老师摇滚，非常非常🉑
帅就是帅！希望2020，你顺顺利利，不要再遇到那么多糟心事了。我们都在。一起加油
肖战肖战肖战
恶心肖战
舞美设计挺漂亮的！
